Event	ID	Name			Wwise Object Path	Notes
	25254557	playerWeaponCooldown			\Default Work Unit\playerEvents\playerWeaponCooldown	
	526621624	enemyWeaponsEventHits			\Default Work Unit\enemyEvents\enemyWeaponsEventHits	
	598450249	Looser			\Default Work Unit\backgroundEvents\Looser	
	688112595	waitingRoom			\Default Work Unit\backgroundEvents\waitingRoom	
	723260870	enemyEventsDie			\Default Work Unit\enemyEvents\enemyEventsDie	
	911993200	ButtonFancy			\Default Work Unit\backgroundEvents\ButtonsEvent\ButtonFancy	
	927588791	ButtonOver			\Default Work Unit\backgroundEvents\ButtonsEvent\ButtonOver	
	1082178505	playerEventsDie			\Default Work Unit\playerEvents\playerEventsDie	
	1190501004	startCount			\Default Work Unit\backgroundEvents\startCount	
	1251401278	TestSystemVR			\Default Work Unit\TestEvent\TestSystemVR	
	1317595701	playerDashCooldown			\Default Work Unit\playerEvents\playerDashCooldown	
	1389296758	enemyWeaponsEventsDrop			\Default Work Unit\enemyEvents\enemyWeaponsEventsDrop	
	1505439485	playerEventsDash			\Default Work Unit\playerEvents\playerEventsDash	
	1643626701	playerWeaponsEventsDrop			\Default Work Unit\playerEvents\playerWeaponsEventsDrop	
	1744576738	playerEventsFootsteps			\Default Work Unit\playerEvents\playerEventsFootsteps	
	1964277448	TimerTic			\Default Work Unit\backgroundEvents\TimerTic	
	1980102556	enemyWeaponCooldown			\Default Work Unit\enemyEvents\enemyWeaponCooldown	
	2044738387	musicSound			\Default Work Unit\backgroundEvents\musicSound	
	2134179288	TimerEndBuzz			\Default Work Unit\backgroundEvents\TimerEndBuzz	
	2172152223	enemyEventsFall			\Default Work Unit\enemyEvents\enemyEventsFall	
	2354176855	objectEventsCrateHit			\Default Work Unit\objectEvents\objectEventsCrateHit	
	2381628217	objectEventsHeal			\Default Work Unit\objectEvents\objectEventsHeal	
	2509028246	playerEventsFall			\Default Work Unit\playerEvents\playerEventsFall	
	2607198388	playerEventsSlash			\Default Work Unit\playerEvents\playerEventsSlash	
	2772879681	enemyEventsFootsteps			\Default Work Unit\enemyEvents\enemyEventsFootsteps	
	2963827865	objectEventsCathammerOnGround			\Default Work Unit\objectEvents\objectEventsCathammerOnGround	
	3175741232	enemyEventsDash			\Default Work Unit\enemyEvents\enemyEventsDash	
	3200381734	enemyEventsTouched			\Default Work Unit\enemyEvents\enemyEventsTouched	
	3292113943	enemyEventsSlash			\Default Work Unit\enemyEvents\enemyEventsSlash	
	3327793297	playerEventsTouched			\Default Work Unit\playerEvents\playerEventsTouched	
	3389008624	ButtonLaunch			\Default Work Unit\backgroundEvents\ButtonsEvent\ButtonLaunch	
	3425412358	TestSystem			\Default Work Unit\TestEvent\TestSystem	
	4051332235	ButtonClick			\Default Work Unit\backgroundEvents\ButtonsEvent\ButtonClick	
	4069940938	combatSound			\Default Work Unit\backgroundEvents\combatSound	
	4152903161	playerWeaponsEventHits			\Default Work Unit\playerEvents\playerWeaponsEventHits	
	4196958256	enemyDashCooldown			\Default Work Unit\enemyEvents\enemyDashCooldown	
	4263813725	objectEventsFenceHit			\Default Work Unit\objectEvents\objectEventsFenceHit	

Switch Group	ID	Name			Wwise Object Path	Notes
	1861379221	switcheWeaponsType			\Default Work Unit\switcheWeaponsType	
	4139584672	switchHit			\Default Work Unit\switchHit	

Switch	ID	Name	Switch Group			Notes
	1444194542	switcheWeaponsTypeSign	switcheWeaponsType			
	3160374033	switcheWeaponsTypePipe	switcheWeaponsType			
	3307155126	switcheWeaponsTypeBat	switcheWeaponsType			
	3771686185	switcheWeaponsTypeCathammer	switcheWeaponsType			
	624013381	lowHP	switchHit			
	2639122072	mediumHP	switchHit			
	2942549062	fullHP	switchHit			

State Group	ID	Name			Wwise Object Path	Notes
	3103015060	musicStates			\Default Work Unit\musicStates	

State	ID	Name	State Group			Notes
	748895195	None	musicStates			
	984691642	inGame	musicStates			
	3862977292	Wainting	musicStates			

Game Parameter	ID	Name			Wwise Object Path	Notes
	847161145	rtpcGameTimer			\Default Work Unit\rtpcGameTimer	
	1693736946	rtpcPlayerVoicePerHealth			\Default Work Unit\rtpcPlayerVoicePerHealth	
	3236278648	rtpcSlashSoundPerVelocity			\Default Work Unit\rtpcSlashSoundPerVelocity	

Effect plug-ins	ID	Name	Type				Notes
	241007217	enemyDash3	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\3F\{3F117421-A0F2-1F6F-CA33-7DCAF6033AAB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyDashSounds\enemyDash3		113944
	247561905	playerBatSlash02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\68\{68FBDC74-C5AB-1857-F302-5BCC42247D8C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchSlash\playerBatSlash\playerBatSlash02		35824
	249458767	pipeSlash03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\F3\{F36FE59E-86DF-B6EB-69DA-A0D979F038FE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchSlash\enemyPipeSlash\pipeSlash03		111096
	283526458	pipeSlash02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\CA\{CA391B92-551B-9410-81E9-FE038C984E27}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchSlash\enemyPipeSlash\pipeSlash02		111804
	285350446	playerSignHit01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\D7\{D7EE478B-EBB3-B236-7547-E7BE42421F25}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchHit\playerSignHit\playerSignHit01		339212
	288311294	signSlash02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\69\{698FF60C-E641-2ED9-B0E0-BFB8B4E7C0B9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchSlash\enemySignSlash\signSlash02		100540
	288473920	playerSignDrop03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\88\{883A8CCA-5B5C-F259-B803-67B47EE7D099}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchDrop\playerDropSign\playerSignDrop03		94512
	297134220	playerFallSounds01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\FC\{FCA72CE7-BB0E-5449-61C6-DC0D6C4ABB6D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerFallSounds\playerFallSounds01		506720
	301619979	woodCrateBreak	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\2A\{2AB51CD9-5CCF-8346-22C6-F616534C0F01}.wem		\Actor-Mixer Hierarchy\Default Work Unit\objectWorkUnit\objectSounds\objectCrateHitSounds\woodCrateBreak		297896
	312279409	playerSignDrop02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\84\{84061262-AB16-BDB6-293D-95DD829844D4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchDrop\playerDropSign\playerSignDrop02		143652
	317604382	FOOTSTEP CONCRETE4	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\2E\{2E35AA92-A602-0D30-AAEA-2F2181B9F91A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyFootstepsSounds\enemyRandomFootsteps\FOOTSTEP CONCRETE4		52660
	319251480	signHit02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\54\{544E9222-2370-923D-BABD-3389E38F5C58}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchHit\enemySignHit\signHit02		344496
	320914977	playerDash2	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\AB\{AB7D57E0-E73E-96DA-1AD2-39BB67233119}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerDashSounds\playerDash2		116352
	323207144	playerSignDrop01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\43\{43F94FB9-D0A0-B24C-A636-1E2B75C7D288}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchDrop\playerDropSign\playerSignDrop01		229128
	325074488	FOOTSTEP CONCRETE2	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\A5\{A52341AE-A1D9-C09D-998E-31FE0BD7840A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyFootstepsSounds\enemyRandomFootsteps\FOOTSTEP CONCRETE2		46612
	328666809	buttonSoundFancy	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\FC\{FC62228A-329A-FA93-7385-BC21B71FC56D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\backgroundWorkUnit\backgroundSounds\buttons\buttonSoundFancy		384096
	329663424	pipeDrop03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\6B\{6B7B6482-8E30-76A4-B3C2-3657DC076935}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchDrop\enemyDropPipe\pipeDrop03		62700
	355899150	endTimer	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\6E\{6E84D14C-48E2-DBBC-052E-B9B2537BC8F4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\backgroundWorkUnit\backgroundSounds\backgroundSoundTimer\endTimer		32683744
	356721906	playerDash3	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\FE\{FE1B96B4-F289-09F4-8A74-29E4B409144E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerDashSounds\playerDash3		113456
	385165414	cathammerDrop01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\A6\{A68B691C-8D7C-9BDF-7C70-E371B26E2879}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchDrop\enemyDropCathammer\cathammerDrop01		116708
	404556623	playerCathammerDrop03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\C2\{C21446B7-9D84-F00E-D180-D0695479B14C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchDrop\playerDropCathammer\playerCathammerDrop03		120468
	417454000	FOOTSTEP CONCRETE6	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\BE\{BEEE5938-FCE8-1512-7174-8E5AE37A36F1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerFootstepsSounds\playerRandomFootsteps\FOOTSTEP CONCRETE6		25984
	420542052	FOOTSTEP CONCRETE1	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\F1\{F17C5B68-8E91-44DE-6491-CB468EF28CA7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyFootstepsSounds\enemyRandomFootsteps\FOOTSTEP CONCRETE1		46708
	427590629	batHit03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\9D\{9DBF4BB0-C187-9D58-FB11-F95EBF52622A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchHit\enemyBatHit\batHit03		140400
	441431724	hit02b	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\3B\{3B450CC0-600F-459E-FBF7-1DB317282E28}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyTouchSounds\enemySwitchTouched\HitpointMedium\hit02b		51132
	461529915	pipeHit02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\D6\{D66596C3-D8D1-AA49-4D28-BE61EA23F0B2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchHit\enemyPipeHit\pipeHit02		99528
	472035809	enemyDashCooldown02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\50\{50EB3367-7C4A-BE97-C995-7603E44FC243}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyDashCooldown\enemyDashCooldown02		273436
	480460483	pipeHit01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\C5\{C5F197D6-B3F8-B877-D08D-E0D2E4A0412B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchHit\enemyPipeHit\pipeHit01		100484
	504362398	cathammerOnGround01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\FF\{FFFD43DC-45CD-E842-0B6F-9363EC68454A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\objectWorkUnit\objectSounds\objectCathammerOnGround\CatHammerOnGround\cathammerOnGround01		151176
	524597105	hit03c	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\D7\{D75B9F4E-720A-EF85-CA7E-EDDDE5BBCC06}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyTouchSounds\enemySwitchTouched\HitpointLow\hit03c		108912
	531413246	hit03a	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\02\{021F49D6-E001-3EC5-5F84-9C3F02F1F877}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerTouchSounds\playerSwichTouched\HitpointLow\hit03a		85284
	533120083	batSlash03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\82\{82FA1D70-A951-D4DC-A27C-C5926D27AF58}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchSlash\enemyBatSlash\batSlash03		46176
	539955279	buttonSoundLaunch	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\3A\{3A60C0FE-84F3-987C-CBA7-7EF76F510666}.wem		\Actor-Mixer Hierarchy\Default Work Unit\backgroundWorkUnit\backgroundSounds\buttons\buttonSoundLaunch		781788
	554938991	enemyDieOnGround2	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\78\{781A7648-F22B-23FB-0812-17C9BAA36236}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyDieSounds\enemyDieOnGround2		173936
	567619714	hit02c	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\19\{19DC2736-FA76-1664-DCFC-F6C5612559FF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyTouchSounds\enemySwitchTouched\HitpointMedium\hit02c		64808
	595811355	FOOTSTEP CONCRETE3	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\3B\{3B7387BE-D380-8600-8E7A-8D7832595372}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerFootstepsSounds\playerRandomFootsteps\FOOTSTEP CONCRETE3		35456
	620181749	playerCathammerHit01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\4E\{4E33AEEA-87B3-B643-BEFD-86BA747A1DC2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchHit\playerCathammerHit\playerCathammerHit01		368596
	672671830	321Start	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\EA\{EA27FB04-F188-ADE3-BB02-09DC33733092}.wem		\Actor-Mixer Hierarchy\Default Work Unit\backgroundWorkUnit\backgroundSounds\321Start		303344
	674206208	playerBatSlash03	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\1F\{1F971FA5-0FA2-574F-96AE-FFCF568E0E1F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchSlash\playerBatSlash\playerBatSlash03		46176
	689026062	FOOTSTEP CONCRETE1	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\13\{13C92269-F74B-96EC-7D76-062B1A53E60F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerFootstepsSounds\playerRandomFootsteps\FOOTSTEP CONCRETE1		49348
	694358222	pipeDrop02	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\22\{22D3139F-332C-B79E-6569-40D0F19D80F2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\enemyWorkUnit\enemySounds\enemyWeaponsSounds\enemySwitchDrop\enemyDropPipe\pipeDrop02		78820
	703433059	playerBatSlash01	C:\U\BluntBrawl\BluntBrawl\BluntBrawl_WwiseProject\.cache\36\{36B9B02F-932D-5458-6D11-1A41F27D7711}.wem		\Actor-Mixer Hierarchy\Default Work Unit\playerWorkUnit\playerSounds\playerWeaponsSounds\playerSwitchSlash\playerBatSlash\playerBatSlash01		46176
